cardname,cardq,cardrarity,card_edition,cardset,cardcode,cardid,print_id,description,cardtype,type,monstertype,attribute,atk,def,level,pscales,lcount,larrows
"World Legacy - ""World Ark"" ",0,Rare,Unlimited,Legacy Pack,,42388271,,"This card can be treated as 2 Tributes for the Tribute Summon of a monster. You can only use each of the following effects of ""World Legacy - ""World Ark"""" once per turn.
●If a Link Monster(s) you control is destroyed by an opponent's card effect and sent to your GY (except during the Damage Step): You can send this card from your hand to the GY, then target 1 of those Link Monsters; Special Summon it.
●If your opponent Special Summons a monster(s) from the Extra Deck, while this Normal Summoned/Set card is on the field (except during the Damage Step): You can send 1 monster from your Deck to the GY.",Monster,Effect,Machine,DARK,2500,500,7,,,
"World Legacy - ""World Armor"" ",0,Rare,Unlimited,Legacy Pack,,83477829,,"When a monster is Flip Summoned: You can Special Summon this card from your hand. If this card is Normal or Special Summoned: You can add 1 ""World Legacy"" card from your Deck to your hand. If this Normal Summoned/Set card is on the field (Quick Effect): You can target 1 face-up opponent's monster that was Special Summoned from the Extra Deck; return both that monster and this card to the hand. You can only use each effect of ""World Legacy - ""World Armor"""" once per turn.",Monster,Effect,Machine,DARK,2500,2500,7,,,
"World Legacy - ""World Chalice"" ",0,Rare,Unlimited,Legacy Pack,,57288708,,"If a monster(s) is Special Summoned from the Extra Deck (except during the Damage Step): You can Tribute this card; send that monster(s) to the GY. You can only use each of the following effects of ""World Legacy - ""World Chalice"""" once per turn.
●If this face-up Normal Summoned/Set card leaves the field: You can Special Summon 2 ""World Chalice"" monsters from your Deck, except ""World Legacy - ""World Chalice"""".
●During your Main Phase, except the turn this card was sent to the GY: You can banish this card from your GY; add 1 ""World Legacy"" card from your Deck to your hand.",Monster,Effect,Machine,DARK,0,0,5,,,
"World Legacy - ""World Crown"" ",0,Rare,Unlimited,Legacy Pack,,27918365,,"You can Special Summon this card (from your hand) in Defense Position to your zone a Link Monster points to. You can only Special Summon ""World Legacy - ""World Crown"""" once per turn this way. When a monster on the field that was Special Summoned from the Extra Deck activates its effect (Quick Effect): You can Tribute this card; negate the activation, and if you do, destroy it. If this Normal Summoned/Set card is Tributed: You can add 1 ""World Legacy"" Spell/Trap from your Deck to your hand. You can only use this effect of ""World Legacy - ""World Crown"""" once per turn.",Monster,Effect,Machine,DARK,2000,2000,6,,,
"World Legacy - ""World Key"" ",0,Rare,Unlimited,Legacy Pack,,40441990,,"You can discard 1 ""World Legacy"" card; you can Tribute Summon 1 monster during your Main Phase this turn, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.) At the start of the Damage Step, if this card battles an opponent's Link Monster: You can return that monster to the Extra Deck. You can only use each effect of ""World Legacy - ""World Key"""" once per turn.",Monster,Effect,Machine,DARK,0,0,1,,,
"World Legacy - ""World Lance"" ",0,Rare,Unlimited,Cosmic Mechanical Entities; Master Pack; Singularity Warrior; Sky Striker Awakening,,46647144,,"Monsters your opponent controls cannot attack ""World Legacy"" monsters you control, except this one. You can only use each of the following effects of ""World Legacy - ""World Lance"""" once per turn.
●During damage calculation, if a Link Monster battles a monster (Quick Effect): You can discard this card; the opponent's battling monster loses 3000 ATK.
●If a monster(s) is Special Summoned from the Extra Deck: Special Summon 1 ""World Legacy Token"" (Machine/DARK/Level 1/ATK 0/DEF 0) to both players' fields in Defense Position.",Monster,Effect,Machine,DARK,3000,0,8,,,
"World Legacy - ""World Shield"" ",0,Rare,Unlimited,Legacy Pack,,55787576,,"Unaffected by activated effects from any monster Special Summoned from the Extra Deck. Your opponent cannot target your ""World Legacy"" cards in this card's column with card effects, also they cannot be destroyed by your opponent's card effects. During the Standby Phase, if this card is in your GY: You can pay 1000 LP; Special Summon this card, then your opponent can Special Summon 1 monster from their hand or GY. You can only use this effect of ""World Legacy - ""World Shield"""" once per turn.",Monster,Effect,Machine,DARK,0,3000,6,,,
"World Legacy - ""World Wand"" ",0,Rare,Unlimited,Invincible Aces; Master Pack; Star-Studded Futures,,93920420,,"This Normal Summoned/Set card cannot be destroyed by battle with a monster Special Summoned from the Extra Deck. You can only use each of the following effects of ""World Legacy - ""World Wand"""" once per turn.
●If this card is sent to the GY: You can Special Summon 1 ""World Legacy"" monster from your hand.
●You can banish this card from your GY, then target 1 of your banished ""Orcust"" monsters; Special Summon it, also you cannot Special Summon for the rest of this turn, except DARK monsters.",Monster,Effect,Machine,DARK,500,2500,8,,,
World Legacy Awakens ,0,Rare,Unlimited,Legacy Pack,,12989604,,"Immediately after this effect resolves, Link Summon 1 Link Monster using monster(s) you control as material. You can only activate 1 ""World Legacy Awakens"" per turn.",Trap,Normal,,,,,,,,
World Legacy Bestowal ,0,Rare,Unlimited,Legacy Pack,,59778096,,"Activate 1 of the following effects.
●Send 1 Link Monster your opponent controls to the GY.
●Banish 7 ""World Legacy"" cards from your GY; add 1 Cyberse monster from your Deck to your hand.
You can only activate 1 ""World Legacy Bestowal"" per turn.",Trap,Normal,,,,,,,,
World Legacy Clash ,0,Super Rare,Unlimited,Legacy Pack,,93236220,,"Banish 1 face-up monster you control (until the End Phase), then target 1 face-up monster your opponent controls; that target loses ATK/DEF equal to the original ATK/DEF of that banished monster.",Spell,Quick-Play,,,,,,,,
World Legacy Cliffhanger ,0,Super Rare,Unlimited,Legacy Pack,,73192600,,"When an attack is declared involving 2 Link Monsters: Shuffle all monsters on the field and in the GYs into the Decks. For the rest of this turn after this card resolves, neither player can Link Summon.",Trap,Normal,,,,,,,,
World Legacy Collapse ,0,Common,Unlimited,Legacy Pack,,36197902,,"You can banish 1 ""World Legacy"" monster from your hand, GY, or face-up field, then target 1 Link Monster on the field; it gains ATK equal to the original ATK of the banished monster (even if this card leaves the field). If a Link Monster(s) you control is destroyed by battle or an opponent's card effect while this card is in your GY: You can banish this card; Special Summon 1 Cyberse Link Monster from your GY. You can only use each effect of ""World Legacy Collapse"" once per turn.",Trap,Continuous,,,,,,,,
World Legacy Discovery ,0,Common,Unlimited,Legacy Pack,,61654098,,"All ""World Chalice"" monsters on the field gain 300 ATK/DEF. Once per turn, if a face-up ""World Chalice"" monster you control is destroyed by battle, or leaves the field because of an opponent's card effect: You can target 1 ""World Chalice"" monster in your GY; Special Summon it in Defense Position.",Spell,Field,,,,,,,,
World Legacy Guardragon ,0,Rare,Unlimited,Invincible Aces; Master Pack; Star-Studded Futures,,87571563,,"When this card is activated: You can target 1 Level 4 or lower Dragon monster in your GY; add it to your hand or Special Summon it. Once per turn: You can target 1 Dragon monster you control; move that monster you control to another of your Main Monster Zones. You can only activate 1 ""World Legacy Guardragon"" per turn.",Spell,Continuous,,,,,,,,
World Legacy Guardragon Mardark ,0,Common,Unlimited,Invincible Aces; Master Pack; Star-Studded Futures,,35183584,,"All monsters your opponent controls lose 500 ATK/DEF for each Dragon monster you control. You can only use each of the following effects of ""World Legacy Guardragon Mardark"" once per turn.
●You can banish 2 Normal Monsters from your hand or GY; Special Summon this card from your hand.
●If this card on the field is destroyed by battle or card effect: You can add, from your GY to your hand, 1 Level 9 monster with a different original Type and Attribute than this card.",Monster,Effect,Dragon,WIND,2600,3000,9,,,
World Legacy in Shadow ,0,Rare,Unlimited,Cosmic Mechanical Entities; Master Pack; Passage of the Sun,,67831115,,"All ""Krawler"" monsters on the field gain 300 ATK/DEF. Once per turn: You can Special Summon 1 Level 2 or lower Insect monster from your hand in face-up or face-down Defense Position. When your Flip monster is destroyed by battle with an opponent's monster: You can send that opponent's monster to the GY.",Spell,Field,,,,,,,,
World Legacy Key ,0,Common,Unlimited,Cosmic Mechanical Entities; Invincible Aces; Master Pack,,02930675,,"When this card is activated: You can target 1 of your banished ""Mekk-Knight"" monsters or ""World Legacy"" cards; add it to your hand. Negate any opponent's Trap effect that activates in the same column as a ""Mekk-Knight"" monster you control.",Spell,Continuous,,,,,,,,
World Legacy Landmark ,0,Common,Unlimited,Legacy Pack,,21254443,,"Banish 1 ""World Legacy"" monster from your hand or face-up from your field, then target 2 monsters in your GY; Special Summon them, but they cannot attack this turn.",Trap,Normal,,,,,,,,
World Legacy Monstrosity ,0,Super Rare,Unlimited,Master Pack; Star-Studded Futures,,14604710,,"Activate 1 of these effects.
●Special Summon 1 Level 9 monster from your hand.
●Target 1 Level 9 monster you control; Special Summon from your Deck, 2 Level 9 monsters each with different original Type and Attribute from that face-up targeted monster, and with different names from each other, but these 2 monsters cannot attack, also destroy them during the End Phase.
You can only activate 1 ""World Legacy Monstrosity"" per turn.",Spell,Quick-Play,,,,,,,,
World Legacy Pawns ,0,Rare,Unlimited,Cosmic Mechanical Entities; Master Pack,,89320376,,"You can target 1 face-down monster you control; change it to face-up Attack or Defense Position. You can shuffle 1 ""Krawler"" monster from your GY into the Main Deck, then target 1 face-up monster you control; change it to face-down Defense Position. You can only use 1 ""World Legacy Pawns"" effect per turn, and only once that turn.",Trap,Continuous,,,,,,,,
World Legacy Scars ,0,Common,Unlimited,Cosmic Mechanical Entities; Invincible Aces; Master Pack,,35546670,,"All ""Mekk-Knight"" monsters on the field gain 300 ATK/DEF. Once per turn: You can discard 1 ""Mekk-Knight"" monster or 1 ""World Legacy"" card; draw 1 card. You can banish 8 ""Mekk-Knight"" monsters with different names from your GY and/or face-up from your field; send your opponent's entire hand and Extra Deck to the GY.",Spell,Field,,,,,,,,
World Legacy Struggle ,0,Common,Unlimited,Cosmic Mechanical Entities; Invincible Aces; Master Pack,,58374719,,"Target Spells/Traps on the field, up to the number of co-linked monsters on the field; destroy them.",Trap,Normal,,,,,,,,
World Legacy Succession ,0,Super Rare,Unlimited,Legacy Pack,,99674361,,"Target 1 monster in your GY; Special Summon it to your zone a Link Monster points to. You can only activate 1 ""World Legacy Succession"" per turn.",Spell,Normal,,,,,,,,
World Legacy Survivor ,0,Rare,Unlimited,Cosmic Mechanical Entities; Master Pack; Passage of the Sun,,31706048,,"Excavate the top 5 cards of your Deck, and if you do, add 1 excavated ""Krawler"" monster or ""World Legacy"" card to your hand, also send the remaining cards to the GY. Otherwise, shuffle all excavated cards into the Deck. For the rest of this turn after this card resolves, you cannot Special Summon monsters from the Extra Deck, except Link Monsters. You can only activate 1 ""World Legacy Survivor"" per turn.",Spell,Normal,,,,,,,,
World Legacy Trap Globe ,0,Common,Unlimited,Legacy Pack,,16329071,,"Shuffle into the Deck, 5 of your ""World Legacy"" cards with different names that are banished, in your hand or GY, and/or face-up on your field, except ""World Legacy Trap Globe"", then draw 2 cards. You can only activate 1 ""World Legacy Trap Globe"" per turn.",Trap,Normal,,,,,,,,
World Legacy Whispers ,0,Common,Unlimited,Cosmic Mechanical Entities; Invincible Aces; Master Pack,,62530723,,"When this card is activated: You can target 1 Level 5 or higher monster on the field; it gains 1000 ATK/DEF until the end of this turn. Negate any opponent's Spell effect that activates in the same column as a ""Mekk-Knight"" monster you control.",Trap,Continuous,,,,,,,,
World of Prophecy ,0,Rare,Unlimited,Master Pack; Mastery of the Grimoire,,29146185,,"When this card is Special Summoned by the effect of a Spellcaster-Type monster or a ""Spellbook"" Spell Card: You can target 2 ""Spellbook"" Spell Cards in your Graveyard; add those targets to your hand. You cannot Special Summon other monsters during the turn you activate this effect. When you add card(s) to your hand by this effect: You can reveal 4 ""Spellbook"" Spell Cards with different names in your hand; destroy all other cards on the field.",Monster,Effect,Spellcaster,LIGHT,2900,2400,9,,,
